backend,h,filename,source,l,num_edges,total_gate_weight,edge_term_random,edge_term_std,readout_term_random,readout_term_std,edge_term_optimal_adj,ratio_edge_readout,denom_l_plus_E,norm_combined,norm_edge_only,norm_readout_only,norm_separate_sum,norm_edge_by_gate_weight,norm_weighted_half,size_bucket
toronto,27,20QBT_45CYC_.6D1_.2D2_7.qasm,queko,20,37,90.0,24.964773810375483,3.104723391642353,0.9056000101566315,0.1398112302381648,4.3829477950930595,27.56710858037381,57,0.4538662073777564,0.6747236164966347,0.045280000507831576,0.7200036170044662,0.2773863756708387,0.3600018085022331,medium (11-20Q)
toronto,27,qaoa_n16_seed2.qasm,mqt_bench,16,58,232.0,66.72119328401983,6.635281973946445,0.7049020111560822,0.1549946129038907,11.298265427350998,94.65314643462716,74,0.9111634499348096,1.1503654014486178,0.04405637569725514,1.194421777145873,0.28759135036215444,0.5972108885729365,medium (11-20Q)
toronto,27,qaoa_n17_seed1.qasm,mqt_bench,17,69,276.0,79.02748504921794,7.763145127753076,0.719932010769844,0.15641907710318634,13.44103990495205,109.77076149831368,86,0.9272955472091603,1.145325870278521,0.042348941809990825,1.1876748120885119,0.28633146756963024,0.5938374060442559,medium (11-20Q)
toronto,27,20QBT_45CYC_.1D1_.2D2_1.qasm,queko,20,37,90.0,25.290774539364502,2.755995816977331,0.898446010351181,0.13453448004927276,4.3829477950930595,28.149465018469996,57,0.45946000964413475,0.6835344470098514,0.04492230051755905,0.7284567475274105,0.2810086059929389,0.36422837376370526,medium (11-20Q)
toronto,27,qaoa_n24_seed0.qasm,mqt_bench,24,155,620.0,177.8108016490191,9.838743544253587,1.0812480235099793,0.10334576581385123,30.193640366196632,164.44959693133535,179,0.9993969255448553,1.1471664622517361,0.04505200097958247,1.1922184632313186,0.28679161556293403,0.5961092316156593,large (21-50Q)
toronto,27,20QBT_45CYC_.0D1_.1D2_8.qasm,queko,20,18,45.0,12.931648576678707,2.227299742501871,0.9061560106277465,0.12169176693296893,2.1914738975465298,14.270885393918215,38,0.3641527522975383,0.7184249209265948,0.045307800531387325,0.7637327214579821,0.28736996837063794,0.38186636072899105,medium (11-20Q)
toronto,27,20QBT_45CYC_.4D1_.1D2_5.qasm,queko,20,31,45.0,13.256830746261404,1.9496032347652434,0.8866320097446442,0.13771883114449027,2.1914738975465298,14.95189729285711,51,0.2773227991373735,0.42763970149230335,0.04433160048723221,0.4719713019795356,0.294596238805809,0.2359856509897678,medium (11-20Q)
toronto,27,20QBT_45CYC_.5D1_.2D2_4.qasm,queko,20,38,90.0,25.65975618048571,3.0508342344711217,0.9006500005722046,0.13806374314243772,4.3829477950930595,28.490263880734418,58,0.45793803760444685,0.6752567415917292,0.04503250002861023,0.7202892416203395,0.2851084020053968,0.36014462081016974,medium (11-20Q)
toronto,27,mlqd_grid5x5_only2qu_qu22_twoqugatenum21_ghz_state_n255_transpiled_11.qasm,mlqd,22,21,21.0,6.035253697400913,0.9009376303949808,0.971566002368927,0.13531790720175776,1.0226878188550472,6.211882345291434,43,0.16294929534348465,0.2873930332095673,0.044162091016769406,0.3315551242263367,0.2873930332095673,0.16577756211316835,large (21-50Q)
toronto,27,melbourne_1qu_qu08_len80_qft_n18_transpiled_1.qasm,mlqd,8,15,30.0,8.512216564007103,2.098970570813979,0.3363740050792694,0.12407538972070475,1.4609825983643532,25.30580971023943,23,0.3847213290907118,0.5674811042671402,0.042046750634908675,0.6095278549020489,0.2837405521335701,0.30476392745102443,small (5-10Q)
toronto,27,f2_232.qasm,revlib,8,22,334.0,97.08679531089962,19.589696107516502,0.35456200048327446,0.12929424848918974,16.2656062617898,273.82177215428766,30,3.2480452437127627,4.413036150495437,0.04432025006040931,4.457356400555847,0.29067902787694494,2.2286782002779235,small (5-10Q)
toronto,27,small_basis_trotter_n4_basis_test_n4.qasm,qasmbench,4,3,46.0,14.112861748933792,6.271942990329651,0.1880020046979189,0.12614493708112978,2.240173317492008,75.06761309067049,7,2.0429805362331015,4.704287249644597,0.04700050117447972,4.751287750819077,0.3068013423681259,2.3756438754095384,tiny (2-4Q)
toronto,27,hhl_n16.qasm,mqt_bench,16,119,490.0,138.73544206203894,12.391139405368707,0.7204620110988617,0.18067907100604433,23.862715773284435,192.56454875453758,135,1.0330066968380578,1.1658440509415038,0.04502887569367885,1.2108729266351825,0.2831335552286509,0.6054364633175913,medium (11-20Q)
toronto,27,melbourne_1qu_qu14_len55_qft_n29_transpiled_25.qasm,mlqd,14,10,20.0,5.740167851466685,1.3606810367741087,0.6482740044593811,0.16109099795318943,0.9739883989095688,8.854539611307747,24,0.26618507733025276,0.5740167851466685,0.046305286032812934,0.6203220711794815,0.28700839257333427,0.31016103558974073,medium (11-20Q)
toronto,27,melbourne_1qu_qu09_len65_dnn_n51_transpiled_13.qasm,mlqd,9,9,22.0,6.408476794715971,1.6927614538613387,0.3837680098414421,0.14810383122621432,1.0713872388005257,16.69883010145557,18,0.37734693358652294,0.7120529771906634,0.042640889982382454,0.7546938671730459,0.29129439975981686,0.37734693358652294,small (5-10Q)
toronto,27,hhl_n11.qasm,mqt_bench,11,54,222.0,64.89960806787013,7.775200536208978,0.4973940062522888,0.1786563822703324,10.811271227896214,130.4792724722776,65,1.006107724217268,1.2018445938494469,0.04521763693202625,1.2470622307814732,0.2923405768822979,0.6235311153907366,medium (11-20Q)
toronto,27,qftentangled_n22.qasm,mqt_bench,22,231,516.0,148.26976289507002,7.31085643242157,0.9956280148029327,0.13056983588854487,25.128900691866875,148.92084261451546,253,0.5899817822524623,0.6418604454332035,0.04525581885467876,0.6871162642878823,0.28734450173463183,0.34355813214394115,large (21-50Q)
toronto,27,melbourne_1qu_qu05_len75_dnn_n16_transpiled_3.qasm,mlqd,5,2,8.0,2.469721443131566,1.012868416325282,0.2503080053627491,0.13604450971855586,0.3895953595638275,9.866729749823296,7,0.38857563549918783,1.234860721565783,0.050061601072549824,1.2849223226383328,0.30871518039144574,0.6424611613191664,small (5-10Q)
toronto,27,melbourne_1qu_qu06_len55_qugan_n39_transpiled_8.qasm,mlqd,6,7,18.0,5.168570427270606,1.5687722233671815,0.2553240051865578,0.1252360716912367,0.8765895590186119,20.243182475122474,13,0.4172226486505511,0.7383672038958009,0.042554000864426296,0.7809212047602272,0.2871428015150337,0.3904606023801136,small (5-10Q)
toronto,27,mod5adder_129.qasm,revlib,6,12,82.0,24.262371334023772,6.128131876518528,0.2597960051894188,0.12654572596193162,3.993352435529232,93.3900862576156,18,1.3623426299562884,2.021864277835314,0.04329933419823647,2.0651636120335506,0.29588257724419237,1.0325818060167753,small (5-10Q)
toronto,27,melbourne_only2qu_qu09_twoqugatenum24_dnn_n51_transpiled_14.qasm,mlqd,9,10,24.0,7.215101841343567,1.6653402224001175,0.4349740090966225,0.15244984512085957,1.1687860786914825,16.587432100433496,19,0.40263557107579945,0.7215101841343567,0.048330445455180275,0.769840629589537,0.3006292433893153,0.3849203147947685,small (5-10Q)
toronto,27,randomcircuit_n11.qasm,mqt_bench,11,53,417.0,121.97144096150994,14.29842989830002,0.4562680095434189,0.1455594484632384,20.30765811726451,267.32411304392144,64,1.9129329526727088,2.3013479426699988,0.04147890995849263,2.3428268526284914,0.29249746033935237,1.1714134263142457,medium (11-20Q)
toronto,27,20QBT_45CYC_.3D1_.2D2_2.qasm,queko,20,37,90.0,24.87790735123679,3.2748025010746704,0.9375940120220184,0.13150475794449748,4.3829477950930595,26.533773714685964,57,0.452903532688751,0.672375874357751,0.04687970060110092,0.719255574958852,0.2764211927915199,0.359627787479426,medium (11-20Q)
toronto,27,20QBT_45CYC_.1D1_.1D2_2.qasm,queko,20,22,45.0,13.293802681760862,2.3947951362873083,0.8857460010051728,0.15809414788039586,2.1914738975465298,15.008594638502045,42,0.33760830197061986,0.6042637582618574,0.04428730005025864,0.648551058312116,0.29541783737246363,0.324275529156058,medium (11-20Q)
toronto,27,graphstate_n7.qasm,mqt_bench,7,7,7.0,2.1141575057059527,0.514338690230545,0.30884000718593596,0.15189971879936645,0.3408959396183491,6.845478100358715,14,0.17307125092084918,0.3020225008151361,0.04412000102656228,0.34614250184169837,0.3020225008151361,0.17307125092084918,small (5-10Q)
toronto,27,melbourne_1qu_qu12_len80_multiplier_n15_transpiled_5.qasm,mlqd,12,16,34.0,10.261196451671422,1.9539859689956063,0.5500960153341293,0.17564290491180765,1.655780278146267,18.653464423731105,28,0.3861175881073411,0.6413247782294639,0.045841334611177446,0.6871661128406413,0.3017998956373948,0.34358305642032066,medium (11-20Q)
toronto,27,20QBT_45CYC_.1D1_.1D2_0.qasm,queko,20,24,45.0,12.321047058878467,2.6337744853791776,0.893114013671875,0.13276033644196686,2.1914738975465298,13.79560377540459,44,0.3003218425579623,0.5133769607866028,0.04465570068359375,0.5580326614701965,0.2738010457528548,0.27901633073509824,medium (11-20Q)
toronto,27,melbourne_1qu_qu11_len80_adder_n64_transpiled_3.qasm,mlqd,11,13,30.0,8.794371905773879,1.8866401003549984,0.511870014667511,0.1394714611374282,1.4609825983643532,17.180869466413906,24,0.3877600800183913,0.6764901465979907,0.04653363769704646,0.7230237842950371,0.29314573019246265,0.36151189214751855,medium (11-20Q)
toronto,27,melbourne_1qu_qu07_len45_qugan_n71_transpiled_29.qasm,mlqd,7,6,14.0,4.07004901942797,1.2562423826965412,0.3242980098724365,0.14330703220259436,0.6817918792366982,12.550336096817045,13,0.3380266945615698,0.678341503237995,0.046328287124633785,0.7246697903626288,0.29071778710199786,0.3623348951813144,small (5-10Q)
toronto,27,qaoa_n14_seed0.qasm,mqt_bench,14,47,188.0,54.01913834374398,6.773844359270304,0.6138680124282837,0.15143532710087323,9.155490949749947,87.99796902604511,61,0.8956230550192175,1.1493433690158295,0.043847715173448834,1.1931910841892783,0.28733584225395736,0.5965955420946392,medium (11-20Q)
toronto,27,melbourne_1qu_qu05_len40_hhl_n7_transpiled_7.qasm,mlqd,5,4,8.0,2.343558524157852,0.8246231067434623,0.22992000333964824,0.11490392895694881,0.3895953595638275,10.192930106632964,9,0.2859420586108334,0.585889631039463,0.045984000667929646,0.6318736317073926,0.2929448155197315,0.3159368158536963,small (5-10Q)
toronto,27,inc_237.qasm,revlib,16,77,4560.0,1296.3892814224957,256.0751299069834,0.7276200079917907,0.15921863017382287,222.06935495138168,1781.684488034477,93,13.947493563768683,16.836224434058387,0.04547625049948692,16.881700684557874,0.28429589504879293,8.440850342278937,medium (11-20Q)
toronto,27,20QBT_45CYC_.3D1_.2D2_7.qasm,queko,20,38,90.0,25.486522356513888,3.012925882512565,0.8916880059242248,0.1684641662203603,4.3829477950930595,28.58233169806673,58,0.45479673038686397,0.6706979567503655,0.04458440029621124,0.7152823570465767,0.2831835817390432,0.35764117852328836,medium (11-20Q)
toronto,27,melbourne_1qu_qu13_len50_square_root_n18_transpiled_0.qasm,mlqd,13,12,15.0,4.338232980398462,1.0890633095244058,0.6188380080461502,0.15319975281146503,0.7304912991821766,7.010288514914448,25,0.19828283953778444,0.3615194150332051,0.04760292369585771,0.40912233872906284,0.2892155320265641,0.20456116936453142,medium (11-20Q)
toronto,27,hhl_n14.qasm,mqt_bench,14,90,372.0,106.7214033599943,10.734540124656629,0.613032009601593,0.1839220746111638,18.11618421971798,174.08781546228246,104,1.0320618785538067,1.1857933706666033,0.04378800068582807,1.2295813713524313,0.28688549290321047,0.6147906856762156,medium (11-20Q)
toronto,27,melbourne_only2qu_qu08_twoqugatenum18_multiplier_n15_transpiled_8.qasm,mlqd,8,9,18.0,5.15983726689592,1.0926278643039806,0.37972600281238555,0.14336232330553064,0.8765895590186119,13.588316914512921,17,0.325856662924018,0.5733152518773245,0.047465750351548194,0.6207810022288727,0.28665762593866223,0.31039050111443633,small (5-10Q)
toronto,27,melbourne_1qu_qu04_len85_error_correctiond3_n5_transpiled_2.qasm,mlqd,4,4,17.0,5.000895517617464,2.471142499455956,0.189804003611207,0.09590583800453469,0.8278901390731335,26.347681937527824,8,0.6488374401535839,1.250223879404366,0.04745100090280175,1.2976748803071678,0.2941703245657332,0.6488374401535839,tiny (2-4Q)
toronto,27,20QBT_45CYC_.2D1_.3D2_4.qasm,queko,20,42,135.0,39.31724666069262,4.083586277683646,0.9190860068798066,0.14475227665938104,6.574421692639589,42.778637000654854,62,0.6489731075414907,0.9361249204926814,0.045954300343990326,0.9820792208366717,0.29123886415327865,0.4910396104183358,medium (11-20Q)
toronto,27,20QBT_45CYC_.0D1_.2D2_3.qasm,queko,20,34,90.0,26.58199285044335,2.886182513387262,0.8961180102825165,0.1333663883741761,4.3829477950930595,29.66349581799268,54,0.5088539048282568,0.7818233191306867,0.04480590051412582,0.8266292196448125,0.2953554761160372,0.41331460982240625,medium (11-20Q)
toronto,27,melbourne_1qu_qu07_len50_square_root_n18_transpiled_40.qasm,mlqd,7,7,13.0,3.7272470915969462,0.9340185527610029,0.34063201263546944,0.15644264145836595,0.6330924592912197,10.942151510538427,14,0.29056279315945827,0.5324638702281351,0.04866171609078135,0.5811255863189164,0.28671131473822664,0.2905627931594582,small (5-10Q)
toronto,27,20QBT_45CYC_.3D1_.2D2_9.qasm,queko,20,38,90.0,25.91444375950843,3.1311449431576754,0.9171460282802582,0.1326447708018237,4.3829477950930595,28.255526339791974,58,0.4626136170308394,0.6819590463028534,0.04585730141401291,0.7278163477168663,0.2879382639945381,0.36390817385843316,medium (11-20Q)
toronto,27,draper_qft_adder_n26.qasm,mqt_bench,26,169,494.0,142.0698566268198,11.067673398728838,1.173720020055771,0.04192708491716546,24.05751345306635,121.04237313773447,195,0.7345824443429517,0.8406500392119516,0.04514307769445273,0.8857931169064043,0.2875908028882992,0.44289655845320214,large (21-50Q)
toronto,27,melbourne_1qu_qu06_len45_adder_n28_transpiled_6.qasm,mlqd,6,7,18.0,5.202988478066399,1.6207514178898386,0.2864180038869381,0.13445555043549384,0.8765895590186119,18.16571726447842,13,0.42226203707333365,0.7432840682951999,0.04773633398115635,0.7910204022763563,0.2890549154481333,0.39551020113817814,small (5-10Q)
toronto,27,hwb8_113.qasm,revlib,8,28,23286.0,6730.580157318115,1131.4544571266306,0.35513200134038925,0.13628994167808842,1134.014692850411,18952.33358839702,36,186.9704247033182,240.37786276136126,0.044391500167548656,240.4222542615288,0.28903977313914436,120.2111271307644,small (5-10Q)
toronto,27,melbourne_1qu_qu13_len85_qft_n29_transpiled_5.qasm,mlqd,13,17,33.0,10.082473901007324,2.1340913547811766,0.5739700198173523,0.15331838890434188,1.6070808582007885,17.566203029586372,30,0.35521479736082257,0.5930867000592543,0.04415153998595018,0.6372382400452046,0.30552951215173707,0.3186191200226023,medium (11-20Q)
toronto,27,melbourne_qasmbench_pea_n5_transpiled.qasm,mlqd,5,10,42.0,12.527899121828376,4.716646336426467,0.23642400495707988,0.12389147826279778,2.0453756377100945,52.98911641439572,15,0.8509548751190305,1.2527899121828376,0.04728480099141598,1.3000747131742536,0.29828331242448514,0.6500373565871268,small (5-10Q)
toronto,27,melbourne_1qu_qu12_len40_cc_n12_transpiled_0.qasm,mlqd,12,7,7.0,1.9451491248328239,0.699249669673652,0.5448600113391876,0.1677644967555028,0.3408959396183491,3.5699979524133676,19,0.13105311243010587,0.2778784464046891,0.0454050009449323,0.32328344734962144,0.2778784464046891,0.16164172367481072,medium (11-20Q)
toronto,27,qaoa_n5_seed1.qasm,mqt_bench,5,5,20.0,5.721700455881655,1.7089649498894395,0.21704600483179093,0.11583246350367792,0.9739883989095688,26.361694426561463,10,0.5938746460713447,1.144340091176331,0.04340920096635818,1.1877492921426893,0.28608502279408277,0.5938746460713447,small (5-10Q)
toronto,27,20QBT_45CYC_.5D1_.2D2_2.qasm,queko,20,36,90.0,25.607001615799962,3.2905057503376556,0.8884120082855225,0.1352058092234143,4.3829477950930595,28.82334027116195,56,0.4731323861443837,0.7113056004388878,0.044420600414276125,0.7557262008531639,0.28452224017555516,0.37786310042658194,medium (11-20Q)
toronto,27,rochester_1qu_qu13_len55_qft_n18_transpiled_6.qasm,mlqd,13,10,20.0,5.760379995778203,1.573640327389562,0.5914420038461685,0.16931598982819526,0.9739883989095688,9.73955173680301,23,0.27616617389671183,0.5760379995778203,0.04549553875739758,0.6215335383352178,0.28801899978891016,0.3107667691676089,medium (11-20Q)
toronto,27,melbourne_1qu_qu08_len50_ising_n10_transpiled_2.qasm,mlqd,8,7,13.0,3.8060248157940806,0.9828081551070939,0.3563740061223507,0.14260344654129128,0.6330924592912197,10.679860905700828,15,0.27749325479442877,0.5437178308277258,0.04454675076529384,0.5882645815930196,0.29277113967646773,0.2941322907965098,small (5-10Q)
toronto,27,melbourne_1qu_qu06_len85_hhl_n7_transpiled_6.qasm,mlqd,6,11,23.0,6.403254092633724,1.6137783817450921,0.2665980061888695,0.1396356318451423,1.120086658746004,24.01838702461032,17,0.3923442411072114,0.5821140084212476,0.04443300103147824,0.6265470094527259,0.2784023518536402,0.31327350472636295,small (5-10Q)
toronto,27,melbourne_1qu_qu13_len65_square_root_n18_transpiled_18.qasm,mlqd,13,16,24.0,6.736747240498662,1.5357454963384634,0.5906020078063011,0.15802304653045285,1.1687860786914825,11.406576935830708,29,0.25266721545879184,0.4210467025311664,0.04543092367740778,0.46647762620857414,0.28069780168744424,0.23323881310428707,medium (11-20Q)
toronto,27,hhl_n17.qasm,mqt_bench,17,135,552.0,161.33226288251578,11.72005013474523,0.7472240066528321,0.15794150084153713,26.8820798099041,215.90883248679188,152,1.0663124137445303,1.1950537991297465,0.043954353332519534,1.239008152462266,0.2922685921784706,0.619504076231133,medium (11-20Q)
toronto,27,melbourne_only2qu_qu10_twoqugatenum24_adder_n64_transpiled_14.qasm,mlqd,10,11,24.0,6.679937487905845,1.382512496184032,0.4630480083823204,0.14825098433681252,1.1687860786914825,14.426014942257316,21,0.34014216648991263,0.6072670443550768,0.04630480083823204,0.6535718451933089,0.27833072866274355,0.32678592259665445,small (5-10Q)
toronto,27,melbourne_1qu_qu08_len65_qugan_n39_transpiled_9.qasm,mlqd,8,8,20.0,5.663830261752009,1.7655106721985074,0.39371600389480593,0.16483330546168076,0.9739883989095688,14.385572864000942,16,0.37859664160292594,0.7079787827190012,0.04921450048685074,0.7571932832058519,0.2831915130876005,0.37859664160292594,small (5-10Q)
toronto,27,melbourne_1qu_qu13_len17_bv_n19_transpiled_0.qasm,mlqd,13,11,11.0,3.1550781289767476,0.9225965806827158,0.547112010717392,0.15699841125722555,0.5356936194002628,5.766786448061524,24,0.1542579224872558,0.2868252844524316,0.04208553928595323,0.3289108237383848,0.2868252844524316,0.1644554118691924,medium (11-20Q)
toronto,27,t481_263.qasm,revlib,17,56,312.0,90.29365681875497,13.435020020055427,0.751920000910759,0.15970408682604237,15.194219022989273,120.08412691428246,73,1.2471996824611744,1.6123867289063387,0.044230588288868174,1.656617317195207,0.28940274621395823,0.8283086585976035,medium (11-20Q)
toronto,27,queko_aspen4_1qu_qu13_len75_square_root_n18_transpiled_11.qasm,mlqd,13,18,29.0,8.415509719634429,1.7408036000944394,0.542560014128685,0.1687393476327759,1.4122831784188747,15.510744434694791,31,0.28896999141171337,0.4675283177574683,0.04173538570220654,0.5092637034596749,0.2901899903322217,0.25463185172983743,medium (11-20Q)
toronto,27,20QBT_45CYC_.1D1_.3D2_3.qasm,queko,20,42,135.0,38.52825493216515,4.621869608073003,0.9043960082530975,0.14301600553379265,6.574421692639589,42.60108910319617,62,0.6360104990390039,0.9173394031467892,0.04521980041265487,0.962559203559444,0.2853944809790011,0.481279601779722,medium (11-20Q)
toronto,27,20QBT_45CYC_.6D1_.1D2_9.qasm,queko,20,27,45.0,13.032273280620576,1.5816625303032075,0.8865760058164597,0.14660467175595404,2.1914738975465298,14.699555588151725,47,0.29614572949866036,0.4826767881711324,0.044328800290822985,0.5270055884619554,0.2896060729026795,0.2635027942309777,medium (11-20Q)
toronto,27,queko_aspen4_1qu_qu12_len50_qft_n29_transpiled_8.qasm,mlqd,12,10,19.0,5.769220859427005,1.6815368783999625,0.507992012500763,0.15601554995372705,0.9252889789640903,11.356912544797817,22,0.28532785781489856,0.5769220859427004,0.042332667708396915,0.6192547536510974,0.3036432031277371,0.3096273768255487,medium (11-20Q)
toronto,27,melbourne_only2qu_qu08_twoqugatenum16_multiplier_n15_transpiled_6.qasm,mlqd,8,9,16.0,4.704101206725463,1.2273894864901154,0.36451400637626646,0.13078740456003612,0.779190719127655,12.905131557193704,17,0.2981538360648076,0.5226779118583847,0.04556425079703331,0.568242162655418,0.29400632542034144,0.284121081327709,small (5-10Q)
toronto,27,20QBT_45CYC_.2D1_.1D2_6.qasm,queko,20,28,45.0,12.920600962564349,1.7507259742816281,0.8767420029640198,0.1339222793168131,2.1914738975465298,14.737061665670637,48,0.28744464511517437,0.46145003437729815,0.04383710014820099,0.5052871345254991,0.2871244658347633,0.25264356726274956,medium (11-20Q)
toronto,27,20QBT_45CYC_.1D1_.2D2_6.qasm,queko,20,36,90.0,25.362475652741267,3.8567161812404582,0.8882760155200958,0.1344599878137078,4.3829477950930595,28.552471539931478,56,0.4687634226475243,0.7045132125761463,0.04441380077600479,0.7489270133521511,0.28180528503045854,0.37446350667607553,medium (11-20Q)
toronto,27,mod5adder_127.qasm,revlib,6,13,137.0,36.61314678139985,10.699631866370598,0.3061800040304661,0.15132482233890027,6.671820532530546,119.58046345102504,19,1.9431224623910692,2.8163959062615267,0.05103000067174435,2.867425906933271,0.26724924657956095,1.4337129534666355,small (5-10Q)
toronto,27,ae_n5.qasm,mqt_bench,5,10,54.0,15.104309998266398,4.929627266142974,0.24330800592899324,0.13290562615983603,2.6297686770558357,62.07896834547411,15,1.023174533613026,1.5104309998266399,0.048661601185798646,1.5590926010124384,0.2797094444123407,0.7795463005062192,small (5-10Q)
toronto,27,melbourne_1qu_qu09_len50_qram_n20_transpiled_4.qasm,mlqd,9,11,19.0,5.691746898861602,1.2521962190836682,0.3766640040278435,0.15456033401018066,0.9252889789640903,15.110939293367839,20,0.3034205451444723,0.5174315362601457,0.041851556003093725,0.5592830922632395,0.2995656262558738,0.27964154613161973,small (5-10Q)
